SK_ID_CURR,TARGET
106760,0.3180358
106761,0.0626938
106784,0.1545451
106787,0.056521315
106797,0.013021692
106798,0.057851583
106802,0.17453662
106803,0.046739224
106804,0.36969396
106805,0.010441858
106810,0.092351906
106812,0.16184111
106813,0.09517468
106817,0.03358492
106822,0.03715128
106823,0.02109667
106827,0.023267534
106841,0.11941498
106851,0.11516592
106852,0.029312467
106853,0.16338983
106854,0.47865385
106861,0.08120052
106873,0.03732597
106877,0.014596996
106878,0.008943777
106881,0.07853857
106900,0.012186359
106906,0.018738905
106907,0.1720995
106914,0.1972129
106916,0.043963414
106924,0.02899515
106931,0.016165799
106936,0.09019456
106937,0.17348188
106938,0.02489669
106939,0.07332326
106943,0.15916237
106944,0.24371277
106967,0.060489163
106980,0.03309321
106986,0.061702058
106987,0.018692229
106990,0.008484994
107013,0.02014801
107023,0.038437773
107033,0.027328845
107037,0.029085271
107048,0.025655814
107071,0.017338855
107081,0.008133852
107113,0.24038267
107130,0.027184151
107131,0.0074833995
107145,0.08412197
107156,0.106343634
107219,0.020328516
107222,0.09173934
107223,0.17875056
107232,0.1867729
107245,0.05709419
107246,0.047462065
107247,0.12377465
107256,0.011109549
107259,0.0042336313
107260,0.011971573
107279,0.12605415
107280,0.044391852
107281,0.021818368
107285,0.0214021
107329,0.015813544
107337,0.049476147
107349,0.17491676
107350,0.012461994
107351,0.02655796
107359,0.17125808
107391,0.16558115
107394,0.012075144
107395,0.015151391
107406,0.030911691
107416,0.09646693
107417,0.027865922
107418,0.10471281
107419,0.053430613
107444,0.0063949376
107445,0.04225854
107446,0.079656914
107460,0.13873306
107470,0.029788477
107475,0.08097821
107520,0.018421916
107526,0.06945864
107527,0.011498915
107530,0.0073957364
107532,0.07444971
107534,0.1143228
107535,0.069795094
107554,0.22255597
107556,0.027949832
107559,0.09167642
107561,0.0027120756
107564,0.13743956
107566,0.007314426
107571,0.06362468
107590,0.2635856
107602,0.110929765
107625,0.039582696
107626,0.44625098
107635,0.0077974508
107636,0.21852891
107645,0.023883749
107652,0.22047806
107655,0.050007828
107668,0.03750948
107670,0.046364646
107677,0.0042161704
107680,0.22221753
107683,0.4206664
107684,0.014303499
107691,0.026541432
107692,0.054923233
107703,0.013378523
107709,0.009872278
107710,0.031392686
107721,0.20750527
107725,0.1071411
107727,0.031466477
107739,0.0091613
107740,0.047031693
107741,0.1432439
107747,0.027134268
107765,0.3427
107768,0.012034851
107775,0.0611407
107782,0.42045835
107790,0.012392372
107801,0.050428167
107807,0.007599768
107811,0.010171723
107817,0.078720376
107826,0.044764515
107838,0.21488878
107839,0.07715318
107843,0.13473126
107847,0.039219428
107849,0.22363372
107850,0.13503496
107867,0.11056001
107871,0.06925724
107908,0.02172242
107913,0.024188897
107927,0.00800485
107931,0.032348596
107955,0.04407935
107962,0.10416657
107977,0.021241631
107978,0.008344995
107993,0.029844588
108010,0.015584262
108016,0.04776086
108018,0.4456576
108027,0.25192955
108045,0.28252313
108069,0.17377816
108082,0.01765847
108089,0.053167116
108092,0.006244161
108106,0.0002579968
108112,0.090982184
108120,0.21665187
108122,0.37595746
108135,0.016010176
108170,0.014088575
108171,0.057431184
108177,0.007164542
108180,0.04825926
108183,0.01689927
108184,0.021285355
108185,0.04874217
108192,0.1303657
108195,0.15274526
108196,0.09434818
108218,0.009744424
108219,0.16728766
108243,0.09456279
108249,0.012266549
108251,0.025753416
108274,0.12753081
108280,0.48680216
108289,0.032495175
108292,0.00734462
108295,0.0159301
108327,0.025127828
108332,0.0222118
108346,0.034343135
108349,0.26079002
108353,0.2027971
108362,0.07974577
108363,0.059476443
108377,0.49772167
108378,0.10128291
108381,0.016234104
108383,0.18401925
108390,0.10390192
108407,0.031057935
108408,0.01740941
108411,0.04401671
108412,0.0345257
108419,0.05202247
108436,0.37256613
108437,0.2325026
108438,0.046370752
108441,0.052007586
108448,0.009517701
108449,0.032698717
108466,0.054039445
108467,0.13976002
108473,0.053143274
108474,0.054667313
108476,0.012088455
108479,0.023371805
108486,0.005286835
108493,0.056696966
108501,0.021931365
108506,0.16111644
108510,0.055125013
108511,0.023042621
108514,0.019671867
108517,0.011173921
108519,0.045958325
108522,0.012267375
108548,0.09363484
108554,0.026434992
108555,0.116805
108559,0.0436155
108562,0.020526227
108571,0.07175618
108572,0.014655962
108579,0.043663986
108583,0.012731678
108584,0.011130543
108592,0.021424875
108602,0.013025921
108609,0.037265733
108613,0.0688759
108616,0.043336205
108618,0.06170244
108620,0.02325753
108643,0.02001547
108649,0.016032081
108654,0.086198114
108655,0.011928756
108656,0.017260134
108667,0.067230396
108668,0.04446787
108682,0.04727073
108690,0.03332273
108691,0.03519618
108692,0.10666542
108695,0.116005845
108699,0.009345872
108710,0.14654893
108718,0.14979503
108739,0.21154335
108740,0.01800512
108741,0.011071091
108742,0.068666264
108763,0.0024815318
108767,0.16106345
108769,0.21925971
108779,0.27358294
108788,0.014336303
108801,0.029400371
108802,0.03502285
108810,0.053279843
108811,0.011495695
108813,0.011062145
108814,0.11015888
108825,0.053512994
108826,0.06286407
108830,0.1302487
108834,0.03352349
108852,0.016633132
108887,0.06671034
108901,0.035960983
108908,0.031015093
108910,0.03913087
108920,0.05260343
108922,0.0056908233
108929,0.07688398
108930,0.02784554
108937,0.09359951
108938,0.048989758
108943,0.14458545
108948,0.01018537
108953,0.043044362
108956,0.04209814
108965,0.033090707
108985,0.22745557
108986,0.23424032
108987,0.01716698
108990,0.0025882279
108991,0.024731182
108993,0.24811426
109000,0.11214278
109001,0.09017891
109012,0.25515905
109014,0.05124741
109015,0.088550754
109021,0.019081376
109037,0.05956526
109042,0.1364742
109044,0.075525604
109046,0.48242512
109064,0.0013092727
109084,0.06718118
109086,0.053802
109092,0.004705897
109093,0.16291414
109100,0.11035451
109101,0.0006427921
109110,0.0072724447
109114,0.11621708
109126,0.23404077
109152,0.0063675307
109162,0.06449614
109167,0.035270173
109168,0.097842395
109169,0.009699546
109179,0.0378511
109184,0.121669784
109191,0.08408315
109192,0.07883499
109193,0.008127322
109196,0.050240867
109206,0.05197091
109210,0.0105986735
109244,0.13428766
109249,0.0205245
109273,0.02882088
109276,0.16144292
109281,0.085563995
109287,0.06471699
109297,0.16989131
109298,0.029517153
109306,0.03502418
109309,0.09059487
109321,0.3048244
109328,0.08363555
109336,0.05503908
109342,0.03852341
109346,0.019311901
109347,0.02377091
109348,0.13569228
109362,0.064954236
109363,0.1215815
109367,0.013994833
109370,0.0067979665
109393,0.07370693
109405,0.01900873
109413,0.061339244
109414,0.49626234
109421,0.024666399
109427,0.16053183
109428,0.032968424
109429,0.1396995
109437,0.010112626
109443,0.009212446
109461,0.033502463
109468,0.1139352
109469,0.011082901
109471,0.126894
109479,0.07257487
109484,0.0045067924
109501,0.017733999
109505,0.027857142
109535,0.101120256
109539,0.009614963
109544,0.07754161
109545,0.010697753
109551,0.124786116
109553,0.03945113
109555,0.023414312
109561,0.025479529
109580,0.044991378
109583,0.23583697
109593,0.20854601
109604,0.071938924
109620,0.025294436
109635,0.021864098
109637,0.40768895
109638,0.084102094
109642,0.06542868
109649,0.0075588184
109652,0.010090272
109656,0.04006791
109663,0.058633994
109696,0.3332482
109700,0.2128891
109709,0.05561318
109735,0.0027642248
109740,0.053880215
109741,0.033148732
109749,0.09229536
109764,0.012123549
109771,0.07379883
109772,0.012939936
109773,0.15042876
109798,0.04767828
109802,0.12981726
109804,0.036306404
109813,0.06046379
109818,0.03223101
109848,0.11891378
109850,0.021202069
109851,0.039600264
109855,0.01073176
109871,0.22416799
109877,0.0768901
109883,0.01062625
109886,0.008431371
109905,0.097813375
109936,0.44313577
109950,0.09123094
109958,0.07941646
109959,0.061237704
109969,0.051549647
109971,0.016503964
109984,0.02882986
109985,0.43242174
109988,0.025836559
109992,0.03465412
110005,0.055317245
110009,0.043023232
110011,0.30042914
110014,0.0544577
110026,0.023426363
110042,0.015149569
110058,0.00933549
110069,0.06642722
110080,0.012642628
110087,0.030195214
110091,0.018941186
110094,0.027017653
110098,0.13899066
110105,0.036770336
110117,0.025572212
110136,0.19748269
110138,0.3283233
110149,0.10151679
110164,0.1182665
110202,0.08051484
110212,0.045386296
110226,0.0061914558
110236,0.023131287
110249,0.025464432
110257,0.034183096
110258,0.0070793303
110277,0.038090102
110282,0.06971303
110284,0.021288395
110286,0.028916216
110289,0.023762245
110304,0.010039309
110319,0.06568575
110324,0.038392216
110326,0.013960357
110335,0.09549826
110337,0.21271762
110338,0.062007304
110343,0.03504567
110345,0.02039054
110347,0.11082641
110355,0.0031649002
110359,0.048347827
110360,0.0829675
110364,0.08595714
110371,0.06449696
110372,0.039476752
110376,0.042731453
110379,0.22425644
110380,0.04826607
110393,0.044814344
110401,0.24216472
110406,0.031699643
110411,0.0363464
110416,0.0746989
110420,0.006014963
110443,0.013261483
110465,0.034609023
110468,0.03326036
110469,0.053051427
110471,0.24241649
110487,0.09607772
110491,0.08244337
110504,0.04427993
110547,0.01910003
110550,0.008320113
110559,0.090011545
110578,0.09201573
110582,0.0346211
110590,0.017659528
110598,0.07656055
110601,0.26319787
110602,0.023105618
110604,0.16542248
110625,0.5036126
110626,0.10579015
110636,0.24889767
110637,0.08102186
110638,0.1773521
110646,0.00892555
110648,0.051039126
110652,0.0511801
110681,0.04491468
110682,0.092851035
110687,0.13981657
110691,0.008383172
110694,0.023029823
110695,0.021273017
110696,0.07591581
110708,0.017719569
110710,0.016454063
110717,0.06459947
110730,0.029277187
110740,0.03626694
110742,0.031701244
110747,0.02210664
110761,0.053937744
110766,0.0023253907
110769,0.02108092
110774,0.06419364
110803,0.022315655
110805,0.021504955
110809,0.1958686
110827,0.04961572
110832,0.024704233
110839,0.11430607
110859,0.13216685
110861,0.011809297
110863,0.17727304
110865,0.14495009
110881,0.1103441
110889,0.07531574
110891,0.010904945
110894,0.011335691
110895,0.08363822
110907,0.3717505
110914,0.062332112
110933,0.011522277
110934,0.002872001
110937,0.01238214
110953,0.012507927
110954,0.10219784
110958,0.24252118
110970,0.1262329
110974,0.0725601
110977,0.24535102
110989,0.01061061
110993,0.4464048
110994,0.16884914
111018,0.011027219
111019,0.012517047
111030,0.10675767
